EAR,MAR,TIME
0.284636588577678,0.40410352085392204,16:52:06.852165
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.26011090369302864,0.36666666666666664,16:52:09.124771
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.26011090369302864,0.36666666666666664,16:52:09.124771
0.2822311438804409,0.4082070417078441,16:52:09.222694
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.26011090369302864,0.36666666666666664,16:52:09.124771
0.2822311438804409,0.4082070417078441,16:52:09.222694
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.26011090369302864,0.36666666666666664,16:52:09.124771
0.2822311438804409,0.4082070417078441,16:52:09.222694
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
0.26892904616112157,0.3,16:52:07.041145
0.24069709732080735,0.33874258867227935,16:52:07.941048
0.2903982255182672,0.5066013009061856,16:52:08.210759
0.2647154363692044,0.4,16:52:08.388521
0.27397469562846366,0.4082070417078441,16:52:08.481697
0.2730942191508295,0.4333333333333333,16:52:09.027435
0.26011090369302864,0.36666666666666664,16:52:09.124771
0.2822311438804409,0.4082070417078441,16:52:09.222694
0.2645298342221046,0.43743685418725536,16:52:09.497030
0.284636588577678,0.40410352085392204,16:52:06.852165
0.25527057496284533,0.34415184401122534,16:52:06.943465
